neg,neu,pos,compound,line
0.219,0.781,0.0,-0.4215,But the recession made it harder to find sponsors this year.
0.0,0.807,0.193,0.4767,"Enter Kao Infosystems, which makes floppy disks for computers -- and friends for Japan."
0.0,1.0,0.0,0.0,"Kao landed in Plymouth in 1989 from Tokyo, and claims to be at least as American as those who landed in 1620."
0.0,1.0,0.0,0.0,"As evidence, it is paying for six hours of bluegrass, country-and-western and old-fashioned band music today just a stone's throw from the famous rock."
0.0,1.0,0.0,0.0,"It also has a float in the parade, offering out balloons and candy."
0.0,1.0,0.0,0.0,"East may be east and west may be west, but today the twain meet in Plymouth."
0.0,1.0,0.0,0.0,"It took eight years, but there's finally a President in the White House who understands about trees."
0.08,0.72,0.201,0.4939,"Unless someone is foolish enough to burn them, as Brazilians do, trees are powerful natural detergents, cleaning the air as they breathe."
0.0,1.0,0.0,0.0,That's not the way Ronald Reagan saw it.
0.0,1.0,0.0,0.0,"During the 1980 campaign, he asserted that trees caused 93 percent of the nitrogen oxides in the atmosphere."
0.0,1.0,0.0,0.0,"When the campaign plane flew over a forest, Jim Brady, the press secretary, shouted: ''Killer trees!"
0.821,0.179,0.0,-0.68,Killer trees!''
0.259,0.741,0.0,-0.6486,"Mr. Reagan apparently confused nitrous oxide, which comes from decaying plants and isn't harmful, with nitrogen oxides, which are serious pollutants."
0.0,0.508,0.492,0.4404,Mr. Bush knows better.
0.0,0.741,0.259,0.7425,"In Sioux Falls, S.D., this week he praised trees as ''the oldest, cheapest and most efficient air purifier on earth.''"
0.0,0.82,0.18,0.3182,"That's because growing trees convert carbon dioxide, which contributes to global warming - the greenhouse effect - into oxygen."
0.0,0.879,0.121,0.5542,"Mr. Bush said most Presidents appreciated trees, noting that oaks planted by Dwight D. Eisenhower and elms brought by John Quincy Adams sheltered the White House grounds."
0.0,1.0,0.0,0.0,"Indeed, Adams chose the Latin words ''Alteri seculo'' for his seal."
0.0,0.825,0.175,0.6486,They are from a longer phrase that aptly conveys the truth about trees: ''Serit arbores quae alteri seculo prosint'' - ''He plants trees for the benefit of later generations.''
0.0,1.0,0.0,0.0,"Recently, a New Yorker with a modest knowledge of folk art bought a small Shaker rug from a street peddler."
0.0,1.0,0.0,0.0,"At least the peddler said it was an authentic Shaker, and the purchaser was only too willing to take him at his word."
0.407,0.593,0.0,-0.6705,"Who, she asked herself, would bother to fake a Shaker rug?"
0.123,0.749,0.128,0.0258,"Now she knows, thanks to a show called Folk Art Fakes and Forgeries, at New York's Hirschl &amp;amp; Adler gallery."
0.228,0.772,0.0,-0.7351,"Not only do some people fake Shaker rugs; they also fake Amish crib quilts, 19th-century ditty boxes, old weather vanes and powder horns."
0.0,0.905,0.095,0.2755,"When placed side by side, as they are in the show, it's not difficult to distinguish the real from the unreal."
0.154,0.769,0.077,-0.2732,"In the heat of an auction or the dark of a barn - or even in a well lighted shop, however, the fakes are hard to spot."
0.0,1.0,0.0,0.0,"A man who makes and sells $16 decoys recognized one of his swans at New York's famous Winter Antiques Show in 1986, battered and painted to look old."
0.0,0.809,0.191,0.4717,"A collector might have dropped $2,800 for it had the craftsman not spotted the fraud."
0.0,1.0,0.0,0.0,"Dealers and museums get taken, too."
0.0,1.0,0.0,0.0,"One dealer paid $2,600 for an old box that was actually born yesterday; so was a rooster weather vane displayed at the Abby Aldrich Rockefeller Folk Art Center."
0.0,0.846,0.154,0.4767,"As for the proud owner of the Shaker rug: If she was taken, it was for a mere $8."
0.223,0.777,0.0,-0.3182,"The loss to her self-esteem, however, would be incalculable."
0.0,1.0,0.0,0.0,One obvious adjective to describe a man named Ryoei Saito is ''rich.''
0.0,1.0,0.0,0.0,But this week the word that comes first to mind is ''cool.''
0.0,0.873,0.127,0.4404,What better description of a guy who drops $82.5 million for a van Gogh and describes the price as ''quite cheap - very reasonable''?
0.0,1.0,0.0,0.0,Mr. Saito is the Japanese businessman whose purchase of ''Portrait of Dr. Gachet'' set a record for an artwork at auction on Tuesday night.
0.0,0.656,0.344,0.4939,"True, he admitted the price was ''higher than what I expected.''"
0.0,0.779,0.221,0.6249,"On the other hand, his description of it as ''reasonable'' implied that he had been prepared to go even higher."
0.0,0.822,0.178,0.3818,On Thursday night it became amply clear that he could have gone higher.
0.0,1.0,0.0,0.0,That's when Mr. Saito spent $78.1 million for Renoir's ''At the Moulin de la Galette.''
0.0,1.0,0.0,0.0,"In two days, then, Mr. Saito spent $160.6 million, which, given his definition of ''cheap,'' may mean that by his lights he got two paintings for the price of one."
0.0,1.0,0.0,0.0,"Mayor Koch continues to rebound from his minor stroke, returning this week to his desk at City Hall."
0.13,0.87,0.0,-0.4019,But what if illness had rendered the city's chief executive temporarily or permanently unable to discharge his official duties?
0.0,1.0,0.0,0.0,The City Charter provides all too little guidance.
0.129,0.726,0.145,-0.128,"The order of succession is clear enough, with power passing from the mayor to the City Council president in the event of death or incapacitation."
0.0,1.0,0.0,0.0,But the Charter doesn't spell out a standard for determining incapacity.
0.208,0.792,0.0,-0.2732,Neither does it say who decides such thorny questions.
0.0,1.0,0.0,0.0,The U.S. Constitution was amended in 1967 to allay such concerns.
0.125,0.81,0.065,-0.2263,"The amendment established a procedure by which the Vice President and the cabinet, or some other body designated by Congress, determines the President's fitness in the event of a serious illness."
0.0,1.0,0.0,0.0,The City Charter needs a similar provision.
0.11,0.816,0.073,-0.2263,"Even before Mayor Koch's illness, the Charter Revision Commission headed by Richard Ravitch had vowed to scrutinize the issue of mayoral succession."
0.245,0.755,0.0,-0.3818,Last week's emergency underscores the necessity of doing so.
0.077,0.716,0.207,0.5994,"The German words that made their way into English once conveyed philosophy and romance, like Zeitgeist for spirit of the era, and Weltschmerz for melancholy over the state of the world."
0.188,0.741,0.071,-0.6249,"Then, a far different Germany exported words of horror, like Kristallnacht, the window-shattering rioting against Jews in November 1938, and Blitzkrieg for Hitler's lightning-like attacks against one country after another."
0.0,0.851,0.149,0.4215,"Now, four decades after the Marshall Plan, another kind of German word has arrived in popular culture."
0.0,0.871,0.129,0.5719,"On television and radio, Volkswagen proclaims itself as the purveyor of Fahrvergnugen, which some people pronounce ''far fig newton'' and which translates roughly as driving pleasure."
0.0,0.83,0.17,0.6249,"The German manufacturer of Mont Blanc offers another example in the way it heralds its high-priced pen - as the Meisterstuck, masterpiece."
0.0,1.0,0.0,0.0,Yet another example boomed out in letters four inches high Friday.
0.0,0.899,0.101,0.3802,"Fireman's Fund Insurance announced its acquisition by Allianz A.G. of Munich, in a full-page ad in The Times bearing a huge headline that proclaimed ''Gute News!''"
0.0,1.0,0.0,0.0,What these various usages have in common might allay the concern that some people feel about Germany's resurgence and unification.
0.0,0.727,0.273,0.4585,They convey neither faintly pompous scholarship nor reverberating horror.
0.0,1.0,0.0,0.0,"They are words that free-enterprise Americans can deal with, because they are words of commerce."
0.17,0.722,0.108,-0.296,It was regrettable that Vice President Bush and Governor Dukakis agreed to only two televised debates.
0.211,0.673,0.117,-0.2732,This disappointed voters who hoped that a more expansive schedule would add substance to a campaign trivialized by long-distance mudslinging.
0.205,0.795,0.0,-0.4767,"Worse, the date for the first debate, Sept. 25, coincides with the Olympics."
0.237,0.763,0.0,-0.6808,NBC has now mitigated the damage by deciding to interrupt its Olympics coverage for 90 minutes to broadcast the debate.
0.0,0.877,0.123,0.2732,"CBS and ABC, which are not covering the Olympics, had already agreed to broadcast the debate."
0.0,1.0,0.0,0.0,NBC officials think that as many as 40 million viewers would have preferred the athletes to the candidates.
0.18,0.656,0.164,-0.0516,There's no guarantee that all 40 million will tune in.
0.0,0.571,0.429,0.4588,But NBC's decision is welcome.
0.0,1.0,0.0,0.0,The network has invested $550 million in its Olympic coverage.
0.173,0.827,0.0,-0.3182,The 90 lost minutes may cost it as much as $8 million.
0.0,0.655,0.345,0.7845,"It still stands to profit handsomely from the Games, however, and now makes a contribution as well to democracy."
0.14,0.751,0.109,-0.0516,Too many Americans believe that the best New Year's noisemakers are guns - unaware that a bullet shot into the air returns to earth at nearly the same velocity as when it was fired.
0.187,0.813,0.0,-0.3506,"Such ignorance ought to disqualify a person for gun ownership, but in too many places it does not."
0.201,0.799,0.0,-0.7003,"Police in Los Angeles, Detroit, Chicago, Atlanta and other cities complain that New Year's gunfire causes a rain of lead damaging to property, life and limb."
0.338,0.558,0.105,-0.7713,This year they are especially worried that military assault rifles will add to the volume and danger of festive gunfire.
0.426,0.574,0.0,-0.9201,The National Rifle Association spends millions annually arguing that gun laws intended to restrict criminals also impinge on the rights of ''responsible'' gun owners.
0.093,0.736,0.171,0.25,The New Year's gunplay makes clear that such responsibility is too important to be left up to gun owners themselves to enforce.
0.0,1.0,0.0,0.0,"In every sense, Richard L. Strout stood out in the innumerable press conferences he attended during his six decades as a Washington reporter."
0.138,0.862,0.0,-0.1531,Nobody could miss this six-footer with a bemused expression and guardsman's mustache.
0.107,0.893,0.0,-0.5574,"Besides that, Mr. Strout, who died Sunday at the age of 92, was a singular figure who led a dual journalistic existence and came to occupy an unusual niche in the nation's capital."
0.0,1.0,0.0,0.0,"Under his own name, he wrote about every President from Harding to Reagan as a correspondent for The Christian Science Monitor."
0.0,1.0,0.0,0.0,"But to readers of The New Republic he was also ''TRB,'' the astringent author of a weekly column of the same name, which he wrote for 40 years."
0.227,0.773,0.0,-0.6486,"Always personal and sometimes crusty, Dick Strout skewered the day's follies with an ingratiating style sharpened by his Yankee skepticism."
0.115,0.809,0.077,-0.2263,Strout the columnist was a liberal with a fine ecumenical scorn for cant; Strout the reporter dealt firmly and fairly with the facts.
0.0,0.711,0.289,0.7269,"His consistent performance awed his colleagues and enriched his calling, winning him a special Pulitzer citation in 1978."
